alias am_lat am_lat_std am_lon am_lon_std am_ele am_ele_std network stacode h_dist v_dist level lat lon ele elg
A0683 44.582567 0.001109 10.315157 0.001617 0.494 0.020 IV RE01 0.3735 0.0420 1 44.581000 10.312870 0.522 NULL
A0684 40.796800 0.000000 14.163300 0.000000 0.003 0.000 OSV NIS 0.0000 0.0000 0 40.796800 14.163300 0.003 0.082
A0685 42.812800 0.000000 18.998200 0.000000 1.142 0.000 UNKNOWN NKY 0.0000 0.0000 0 42.812800 18.998200 1.142 1.094
A0686 40.920500 0.000000 14.545000 0.000000 0.075 0.000 OSV NL9 0.0000 0.0000 0 40.920500 14.545000 0.075 0.072
A0686 40.920500 0.000000 14.545000 0.000000 0.075 0.000 ING NL9 0.0000 0.0000 1 40.920500 14.545000 0.075 NULL
A0686 40.920500 0.000000 14.545000 0.000000 0.075 0.000 IV NL9 0.0000 0.0000 1 40.920500 14.545000 0.075 NULL
A0687 45.433800 0.000000 8.617500 0.000000 0.152 0.000 UNKNOWN NO1 0.0000 0.0000 0 45.433800 8.617500 0.152 0.153
A0688 43.113200 0.000000 12.797300 0.000000 0.513 0.000 BIN NOC1 0.0000 0.0000 0 43.113200 12.797300 0.513 0.496
A0688 43.113200 0.000000 12.797300 0.000000 0.513 0.000 UMB NOC1 0.0000 0.0000 1 43.113200 12.797300 0.513 0.496
A0689 43.109000 0.000000 12.782700 0.000000 0.471 0.000 BIN NOCE 0.0000 0.0000 0 43.109000 12.782700 0.471 0.439
A0690 40.788800 0.000000 17.064350 0.000050 0.420 0.000 ING NOCI 0.0000 0.0000 0 40.788800 17.064300 0.420 0.392
A0690 40.788800 0.000000 17.064350 0.000050 0.420 0.000 IV NOCI 0.0084 0.0000 1 40.788800 17.064400 0.420 NULL
A0691 40.846700 0.000000 14.257800 0.000000 0.026 0.000 UNKNOWN NPL 0.0000 0.0000 0 40.846700 14.257800 0.026 0.024
A0692 42.833525 0.000025 13.114285 0.000015 0.927 0.000 ING NRCA 0.0000 0.0000 0 42.833500 13.114300 0.927 NULL
A0692 42.833525 0.000025 13.114285 0.000015 0.927 0.000 IV NRCA 0.0061 0.0000 1 42.833550 13.114270 0.927 NULL
A0693 46.509200 0.000000 14.548800 0.000000 1.075 0.000 RSF OBKA 0.0000 0.0000 0 46.509200 14.548800 1.075 1.098
A0694 40.746057 0.000428 13.900963 0.000264 0.134 0.019 ING OC9 0.0000 0.0000 0 40.745800 13.900800 0.123 0.120
A0694 40.746057 0.000428 13.900963 0.000264 0.134 0.019 OSV OC9 0.0000 0.0000 1 40.745800 13.900800 0.123 0.120
A0694 40.746057 0.000428 13.900963 0.000264 0.134 0.019 IV IOCA 0.1225 0.0430 1 40.746797 13.901420 0.166 NULL
A0694 40.746057 0.000428 13.900963 0.000264 0.134 0.019 IV OC9 0.0042 0.0000 1 40.745830 13.900830 0.123 NULL
A0695 42.301814 0.001314 13.480596 0.000796 0.678 0.067 ABR OCRE 0.0000 0.0000 0 42.300500 13.479800 0.745 0.703
A0695 42.301814 0.001314 13.480596 0.000796 0.678 0.067 4A MI04 0.3200 0.1330 1 42.303127 13.481393 0.612 NULL
A0696 42.934680 0.000392 13.685940 0.000294 0.308 0.015 MAC OF6 0.0000 0.0000 0 42.934200 13.686300 0.290 0.268
A0696 42.934680 0.000392 13.685940 0.000294 0.308 0.015 RSM OF7 0.0000 0.0000 1 42.934200 13.686300 0.290 0.268
A0696 42.934680 0.000392 13.685940 0.000294 0.308 0.015 ING OFFI 0.1015 0.0300 1 42.935000 13.685700 0.320 NULL
A0696 42.934680 0.000392 13.685940 0.000294 0.308 0.015 IV OFFI 0.1015 0.0300 1 42.935000 13.685700 0.320 NULL
A0697 46.867700 0.000000 11.025200 0.000000 1.934 0.000 UNKNOWN OGA 0.0000 0.0000 0 46.867700 11.025200 1.934 1.923
A0698 44.177300 0.000000 11.298800 0.000000 0.970 0.000 MIL OGGI 0.0000 0.0000 0 44.177300 11.298800 0.970 0.978
A0699 41.111300 0.000000 20.798800 0.000000 0.739 0.000 UNKNOWN OHR 0.0000 0.0000 0 41.111300 20.798800 0.739 0.689
A0700 38.153300 0.000000 15.689200 0.000000 0.490 0.000 MES OII 0.0000 0.0000 0 38.153300 15.689200 0.490 0.488
A0701 45.308200 0.000000 11.172350 0.000050 0.020 0.000 ING OPPE 0.0000 0.0000 0 45.308200 11.172300 0.020 0.025
A0701 45.308200 0.000000 11.172350 0.000050 0.020 0.000 IV OPPE 0.0078 0.0000 1 45.308200 11.172400 0.020 NULL
A0702 40.050980 0.000020 16.450353 0.000053 0.375 0.000 ING ORI 0.0000 0.0000 0 40.051000 16.450300 0.375 0.410
A0702 40.050980 0.000020 16.450353 0.000053 0.375 0.000 IV ORI 0.0100 0.0000 1 40.050960 16.450405 0.375 NULL
A0703 44.918275 0.000043 5.880000 0.000000 1.080 0.000 ING ORIF 0.0000 0.0000 0 44.918200 5.880000 1.080 NULL
A0703 44.918275 0.000043 5.880000 0.000000 1.080 0.000 ING ORT2 0.0111 0.0000 1 44.918300 5.880000 1.080 1.201
A0703 44.918275 0.000043 5.880000 0.000000 1.080 0.000 RD ORIF 0.0111 0.0000 1 44.918300 5.880000 1.080 NULL
A0704 45.626790 0.000010 7.981315 0.000015 1.157 0.000 ING ORO 0.0000 0.0000 0 45.626800 7.981330 1.157 NULL
A0704 45.626790 0.000010 7.981315 0.000015 1.157 0.000 IV ORO 0.0032 0.0000 1 45.626780 7.981300 1.157 NULL
A0705 41.996750 0.000750 13.729800 0.000000 1.080 0.090 RSA ORT1 0.0000 0.0000 0 41.996000 13.729800 1.170 0.979
A0705 41.996750 0.000750 13.729800 0.000000 1.080 0.090 ABR ORTO 0.1666 0.1800 1 41.997500 13.729800 0.990 0.970
A0706 45.631700 0.000000 7.981670 0.000000 1.230 0.000 ING ORX 0.0000 0.0000 0 45.631700 7.981670 1.230 1.259
A0706 45.631700 0.000000 7.981670 0.000000 1.230 0.000 GEN ORX 0.0000 0.0000 1 45.631700 7.981670 1.230 1.259
A0706 45.631700 0.000000 7.981670 0.000000 1.230 0.000 GEN ORXA 0.0000 0.0000 1 45.631700 7.981670 1.230 1.259
A0707 45.405650 0.000050 9.930685 0.000015 0.083 0.000 ING ORZI 0.0000 0.0000 0 45.405700 9.930670 0.083 0.087
A0707 45.405650 0.000050 9.930685 0.000015 0.083 0.000 IV ORZI 0.0114 0.0000 1 45.405600 9.930700 0.083 NULL
A0708 44.276700 0.000000 8.197000 0.000000 0.715 0.000 GEN OSIG 0.0000 0.0000 0 44.276700 8.197000 0.715 0.671
A0709 43.494000 0.000000 13.494000 0.000000 0.220 0.000 UNKNOWN OSIM 0.0000 0.0000 0 43.494000 13.494000 0.220 0.124
A0710 40.821000 0.000000 9.108315 0.000015 0.896 0.000 ING OSKI 0.0000 0.0000 0 40.821000 9.108330 0.896 0.933
A0710 40.821000 0.000000 9.108315 0.000015 0.896 0.000 IV OSKI 0.0025 0.0000 1 40.821000 9.108300 0.896 NULL
A0711 46.686800 0.000000 10.143700 0.000000 1.700 0.000 UNKNOWN OSS 0.0000 0.0000 0 46.686800 10.143700 1.700 1.721
A0712 43.523540 0.000040 11.245795 0.000005 0.452 0.000 ING OSSC 0.0000 0.0000 0 43.523500 11.245800 0.452 NULL
A0712 43.523540 0.000040 11.245795 0.000005 0.452 0.000 IV OSSC 0.0089 0.0000 1 43.523580 11.245790 0.452 NULL
A0713 40.839200 0.000000 14.466300 0.000000 0.363 0.000 OSV OTV 0.0000 0.0000 0 40.839200 14.466300 0.363 0.379
A0714 40.827500 0.000000 14.396694 0.000012 0.584 0.000 OSV OVB 0.0000 0.0000 0 40.827500 14.396700 0.584 0.602
A0714 40.827500 0.000000 14.396694 0.000012 0.584 0.000 ING OVO 0.0000 0.0000 1 40.827500 14.396700 0.584 NULL
A0714 40.827500 0.000000 14.396694 0.000012 0.584 0.000 OSV OVO 0.0000 0.0000 1 40.827500 14.396700 0.584 0.602
A0714 40.827500 0.000000 14.396694 0.000012 0.584 0.000 IV OVO 0.0025 0.0000 1 40.827500 14.396670 0.584 NULL
A0715 46.403600 0.000400 11.051750 0.000050 1.224 0.005 RSF OZOL 0.0000 0.0000 0 46.403200 11.051700 1.230 1.173
A0715 46.403600 0.000400 11.051750 0.000050 1.224 0.005 ST OZOL 0.0893 0.0110 1 46.404000 11.051800 1.219 NULL
A0716 38.644000 0.000000 15.072000 0.000000 0.093 0.000 UNKNOWN PA0 0.0000 0.0000 0 38.644000 15.072000 0.093 0.094
A0717 43.649233 0.000568 12.239083 0.000418 0.573 0.008 MAC PA1 0.0000 0.0000 0 43.649800 12.239500 0.565 0.582
A0717 43.649233 0.000568 12.239083 0.000418 0.573 0.008 MAC PA2 0.0000 0.0000 1 43.649800 12.239500 0.565 0.582
A0717 43.649233 0.000568 12.239083 0.000418 0.573 0.008 RSM PA3 0.0000 0.0000 1 43.649800 12.239500 0.565 0.582
A0717 43.649233 0.000568 12.239083 0.000418 0.573 0.008 ING PARC 0.1382 0.0150 1 43.648700 12.238700 0.580 0.578
A0717 43.649233 0.000568 12.239083 0.000418 0.573 0.008 IV PARC 0.1518 0.0150 1 43.648600 12.238600 0.580 NULL
A0718 37.030700 0.000000 14.915300 0.000000 0.688 0.000 ING PA1 0.0000 0.0000 0 37.030700 14.915300 0.688 0.691
A0719 38.469800 0.000000 16.446700 0.000000 0.760 0.000 CAL PA2 0.0000 0.0000 0 38.469800 16.446700 0.760 0.792
A0719 38.469800 0.000000 16.446700 0.000000 0.760 0.000 ING PA2 0.0000 0.0000 1 38.469800 16.446700 0.760 0.792
A0720 40.315800 0.000000 15.900300 0.000000 0.610 0.000 AAG PADE 0.0000 0.0000 0 40.315800 15.900300 0.610 0.606
A0721 46.137200 0.000000 11.038200 0.000000 2.105 0.000 RSF PAG 0.0000 0.0000 0 46.137200 11.038200 2.105 2.016
A0722 46.245000 0.000000 12.924000 0.000000 1.280 0.000 ING PALA 0.0000 0.0000 0 46.245000 12.924000 1.280 1.198
A0722 46.245000 0.000000 12.924000 0.000000 1.280 0.000 NI PALA 0.0000 0.0000 1 46.245000 12.924000 1.280 NULL
A0723 42.988000 0.000000 12.778000 0.000000 0.958 0.000 UMB PALE 0.0000 0.0000 0 42.988000 12.778000 0.958 0.911
A0724 40.944150 0.000050 15.960200 0.000000 0.450 0.000 ING PALZ 0.0000 0.0000 0 40.944200 15.960200 0.450 NULL
A0724 40.944150 0.000050 15.960200 0.000000 0.450 0.000 IV PALZ 0.0111 0.0000 1 40.944100 15.960200 0.450 NULL
A0725 46.048800 0.000000 11.308200 0.000000 1.850 0.000 RSF PANI 0.0000 0.0000 0 46.048800 11.308200 1.850 1.815
A0726 41.031203 0.000003 14.567493 0.000007 0.715 0.000 ING PAOL 0.0000 0.0000 0 41.031200 14.567500 0.715 NULL
A0726 41.031203 0.000003 14.567493 0.000007 0.715 0.000 IV PAOL 0.0014 0.0000 1 41.031206 14.567486 0.715 NULL
A0727 44.606200 0.000000 11.457200 0.000000 0.012 0.000 ACR PAS 0.0000 0.0000 0 44.606200 11.457200 0.012 0.015
A0727 44.606200 0.000000 11.457200 0.000000 0.012 0.000 UNKNOWN PAS 0.0000 0.0000 1 44.606200 11.457200 0.012 0.015
A0727 44.606200 0.000000 11.457200 0.000000 0.012 0.000 AEM PAS 0.0000 0.0000 1 44.606200 11.457200 0.012 0.015
A0728 45.218300 0.000000 6.303330 0.000000 2.009 0.000 UNKNOWN PCH 0.0000 0.0000 0 45.218300 6.303330 2.009 1.442
A0729 45.050000 0.000000 9.666670 0.000000 0.050 0.000 UNKNOWN PCN 0.0000 0.0000 0 45.050000 9.666670 0.050 0.059
A0730 44.541300 0.000000 8.545253 0.000143 0.770 0.001 ING PCP 0.0000 0.0000 0 44.541300 8.545170 0.770 NULL
A0730 44.541300 0.000000 8.545253 0.000143 0.770 0.001 GEN PCP 0.0000 0.0000 1 44.541300 8.545170 0.770 0.764
A0730 44.541300 0.000000 8.545253 0.000143 0.770 0.001 GEN PCPA 0.0000 0.0000 1 44.541300 8.545170 0.770 0.764
A0730 44.541300 0.000000 8.545253 0.000143 0.770 0.001 GU PCP 0.0262 0.0020 1 44.541300 8.545500 0.772 NULL
A0731 43.476000 0.000000 12.097500 0.000000 0.385 0.000 MAC PD1 0.0000 0.0000 0 43.476000 12.097500 0.385 0.364
A0732 42.429700 0.000000 19.260800 0.000000 0.040 0.000 UNKNOWN PDG 0.0000 0.0000 0 42.429700 19.260800 0.040 0.048
A0732 42.429700 0.000000 19.260800 0.000000 0.040 0.000 ING PDG 0.0000 0.0000 1 42.429700 19.260800 0.040 0.048
A0732 42.429700 0.000000 19.260800 0.000000 0.040 0.000 UNKNOWN TTG 0.0000 0.0000 1 42.429700 19.260800 0.040 0.048
A0732 42.429700 0.000000 19.260800 0.000000 0.040 0.000 MN PDG 0.0000 0.0000 1 42.429700 19.260800 0.040 NULL
A0733 46.061200 0.000000 14.997700 0.000000 0.679 0.000 RSF PDKS 0.0000 0.0000 0 46.061200 14.997700 0.679 0.699
A0734 43.696000 0.000000 12.496307 0.000013 0.530 0.000 RSM PE1 0.0000 0.0000 0 43.696000 12.496300 0.530 0.509
A0734 43.696000 0.000000 12.496307 0.000013 0.530 0.000 MAC PE1 0.0000 0.0000 1 43.696000 12.496300 0.530 0.509
A0734 43.696000 0.000000 12.496307 0.000013 0.530 0.000 ING PE3 0.0000 0.0000 1 43.696000 12.496300 0.530 NULL
A0734 43.696000 0.000000 12.496307 0.000013 0.530 0.000 IV PE3 0.0027 0.0000 1 43.696000 12.496333 0.530 NULL
A0735 40.805000 0.000000 17.423000 0.000000 0.080 0.000 UBA PE1 0.0000 0.0000 0 40.805000 17.423000 0.080 0.087
A0736 41.233310 0.000014 14.833310 0.000014 0.395 0.000 ING PE9 0.0000 0.0000 0 41.233300 14.833300 0.395 NULL
A0736 41.233310 0.000014 14.833310 0.000014 0.395 0.000 OSV PE9 0.0000 0.0000 1 41.233300 14.833300 0.395 0.382
A0736 41.233310 0.000014 14.833310 0.000014 0.395 0.000 IV PE9 0.0042 0.0000 1 41.233330 14.833330 0.395 NULL
A0737 43.101300 0.000000 12.396200 0.000566 0.452 0.031 UMB PERM 0.0000 0.0000 0 43.101300 12.395800 0.425 0.445
A0737 43.101300 0.000000 12.396200 0.000566 0.452 0.031 BIN PGPD 0.0000 0.0100 1 43.101300 12.395800 0.435 0.445
A0737 43.101300 0.000000 12.396200 0.000566 0.452 0.031 BIN PRG 0.0977 0.0700 1 43.101300 12.397000 0.495 0.411
A0738 46.636500 0.000000 15.113900 0.000000 0.795 0.000 RSF PERS 0.0000 0.0000 0 46.636500 15.113900 0.795 0.832
A0739 43.941025 0.000025 12.840190 0.000010 0.221 0.000 ING PESA 0.0000 0.0000 0 43.941000 12.840200 0.221 NULL
A0739 43.941025 0.000025 12.840190 0.000010 0.221 0.000 IV PESA 0.0058 0.0000 1 43.941050 12.840180 0.221 NULL
A0740 42.685500 0.000000 13.157300 0.000000 1.125 0.000 UNKNOWN PESC 0.0000 0.0000 0 42.685500 13.157300 1.125 1.085
A0740 42.685500 0.000000 13.157300 0.000000 1.125 0.000 UMB PESC 0.0000 0.0000 1 42.685500 13.157300 1.125 1.085
A0741 37.833500 0.000000 14.114800 0.000000 1.547 0.000 ING PETRA 0.0000 0.0000 0 37.833500 14.114800 1.547 NULL
A0741 37.833500 0.000000 14.114800 0.000000 1.547 0.000 IV PETRA 0.0000 0.0000 1 37.833500 14.114800 1.547 NULL
A0742 43.148800 0.000000 13.193000 0.000000 0.425 0.000 MAC PF1 0.0000 0.0000 0 43.148800 13.193000 0.425 0.485
A0742 43.148800 0.000000 13.193000 0.000000 0.425 0.000 MAC PF2 0.0000 0.0000 1 43.148800 13.193000 0.425 0.485
A0742 43.148800 0.000000 13.193000 0.000000 0.425 0.000 MAC PF5 0.0000 0.0000 1 43.148800 13.193000 0.425 0.485
A0742 43.148800 0.000000 13.193000 0.000000 0.425 0.000 RSM PF5 0.0000 0.0000 1 43.148800 13.193000 0.425 0.485
A0742 43.148800 0.000000 13.193000 0.000000 0.425 0.000 RSM PF6 0.0000 0.0000 1 43.148800 13.193000 0.425 0.485
A0742 43.148800 0.000000 13.193000 0.000000 0.425 0.000 ING PF6 0.0000 0.0000 1 43.148800 13.193000 0.425 0.485
A0742 43.148800 0.000000 13.193000 0.000000 0.425 0.000 BIN PF6 0.0000 0.0000 1 43.148800 13.193000 0.425 0.485
A0743 40.504200 0.000000 15.749800 0.000000 1.680 0.000 ING PF9 0.0000 0.0000 0 40.504200 15.749800 1.680 1.702
A0744 40.628800 0.000000 15.824500 0.000000 0.710 0.000 UNKNOWN PG9 0.0000 0.0000 0 40.628800 15.824500 0.710 0.717
A0745 42.548300 0.000000 8.999344 0.000028 1.130 0.000 ING PGF 0.0000 0.0000 0 42.548300 8.999330 1.130 1.125
A0745 42.548300 0.000000 8.999344 0.000028 1.130 0.000 UNKNOWN PGF 0.0000 0.0000 1 42.548300 8.999330 1.130 1.125
A0745 42.548300 0.000000 8.999344 0.000028 1.130 0.000 ING PGT2 0.0000 0.0000 1 42.548300 8.999330 1.130 NULL
A0745 42.548300 0.000000 8.999344 0.000028 1.130 0.000 RD PGF 0.0057 0.0000 1 42.548300 8.999400 1.130 NULL
A0746 46.159500 0.000000 11.054700 0.000000 1.410 0.000 RSF PGLZ 0.0000 0.0000 0 46.159500 11.054700 1.410 1.330
A0747 40.572200 0.000000 15.796700 0.000000 0.882 0.000 ING PGN3 0.0000 0.0000 0 40.572200 15.796700 0.882 NULL
A0747 40.572200 0.000000 15.796700 0.000000 0.882 0.000 IX PGN3 0.0000 0.0000 1 40.572200 15.796700 0.882 NULL
A0748 41.686350 0.001650 20.440800 0.000000 0.585 0.085 UNKNOWN PHP 0.0000 0.0000 0 41.688000 20.440800 0.500 0.762
A0748 41.686350 0.001650 20.440800 0.000000 0.585 0.085 AC PHP 0.3665 0.1700 1 41.684700 20.440800 0.670 NULL
A0749 43.535694 0.000012 12.535000 0.000000 0.665 0.000 MAC PI1 0.0000 0.0000 0 43.535700 12.535000 0.665 0.650
A0749 43.535694 0.000012 12.535000 0.000000 0.665 0.000 MAC PI2 0.0000 0.0000 1 43.535700 12.535000 0.665 0.650
A0749 43.535694 0.000012 12.535000 0.000000 0.665 0.000 ING PIEI 0.0000 0.0000 1 43.535700 12.535000 0.665 NULL
A0749 43.535694 0.000012 12.535000 0.000000 0.665 0.000 IV PIEI 0.0033 0.0000 1 43.535670 12.535000 0.665 NULL
A0750 42.323300 0.000000 13.417700 0.000000 0.610 0.000 ABR PIAN 0.0000 0.0000 0 42.323300 13.417700 0.610 0.621
A0751 43.431000 0.000000 12.426700 0.000000 0.599 0.000 BIN PIE1 0.0000 0.0000 0 43.431000 12.426700 0.599 0.585
A0751 43.431000 0.000000 12.426700 0.000000 0.599 0.000 UMB PIE1 0.0000 0.0000 1 43.431000 12.426700 0.599 0.585
A0752 43.447000 0.000000 12.436500 0.000000 0.525 0.000 BIN PIE2 0.0000 0.0000 0 43.447000 12.436500 0.525 0.525
A0753 42.866000 0.000000 13.061500 0.000000 0.615 0.000 UMB PIED 0.0000 0.0000 0 42.866000 13.061500 0.615 0.602
A0753 42.866000 0.000000 13.061500 0.000000 0.615 0.000 BIN PIED 0.0000 0.0000 1 42.866000 13.061500 0.615 0.602
A0754 41.200001 0.000000 14.179845 0.000045 0.398 0.000 ING PIGN 0.0000 0.0000 0 41.200000 14.179800 0.398 NULL
A0754 41.200001 0.000000 14.179845 0.000045 0.398 0.000 IV PIGN 0.0076 0.0000 1 41.200001 14.179890 0.398 NULL
A0755 43.721710 0.000362 10.524583 0.000554 0.061 0.008 ING PII 0.0000 0.0000 0 43.722000 10.525000 0.066 NULL
A0755 43.721710 0.000362 10.524583 0.000554 0.061 0.008 ING PS9 0.1313 0.0160 1 43.721200 10.523800 0.050 0.045
A0755 43.721710 0.000362 10.524583 0.000554 0.061 0.008 IV PII 0.0088 0.0000 1 43.721930 10.524950 0.066 NULL
A0756 43.178199 0.000001 12.983729 0.000029 0.460 0.000 ING PIO1 0.0000 0.0000 0 43.178200 12.983700 0.460 0.462
A0756 43.178199 0.000001 12.983729 0.000029 0.460 0.000 IV PIO1 0.0048 0.0000 1 43.178198 12.983759 0.460 NULL
A0757 39.485170 0.000030 16.815800 0.000000 0.479 0.000 ING PIPA 0.0000 0.0000 0 39.485200 16.815800 0.479 NULL
A0757 39.485170 0.000030 16.815800 0.000000 0.479 0.000 IV PIPA 0.0067 0.0000 1 39.485140 16.815800 0.479 NULL
A0758 37.992950 0.000492 14.143375 0.000363 0.765 0.038 ING PL9 0.0000 0.0000 0 37.993800 14.144000 0.700 0.672
A0758 37.992950 0.000492 14.143375 0.000363 0.765 0.038 ING PLLN 0.1409 0.0870 1 37.992700 14.143200 0.787 NULL
A0758 37.992950 0.000492 14.143375 0.000363 0.765 0.038 IV PLLN 0.1549 0.0870 1 37.992600 14.143100 0.787 NULL
A0759 38.449325 0.000043 16.438300 0.000000 0.602 0.000 CAT PLAC 0.0000 0.0000 0 38.449300 16.438300 0.602 0.543
A0759 38.449325 0.000043 16.438300 0.000000 0.602 0.000 ING PLAC 0.0000 0.0000 1 38.449300 16.438300 0.602 0.543
A0759 38.449325 0.000043 16.438300 0.000000 0.602 0.000 IV PLAC 0.0111 0.0000 1 38.449400 16.438300 0.602 NULL
A0760 43.329800 0.000000 19.394300 0.000000 1.181 0.000 UNKNOWN PLE 0.0000 0.0000 0 43.329800 19.394300 1.181 1.161
A0761 40.373800 0.000000 23.445500 0.000000 0.580 0.000 UNKNOWN PLG 0.0000 0.0000 0 40.373800 23.445500 0.580 0.570
A0762 41.531300 0.000000 14.058500 0.000000 0.575 0.000 ING PLI2 0.0000 0.0000 0 41.531300 14.058500 0.575 0.585
A0762 41.531300 0.000000 14.058500 0.000000 0.575 0.000 UNKNOWN PLI2 0.0000 0.0000 1 41.531300 14.058500 0.575 0.585
A0763 44.049809 0.000009 9.852161 0.001491 0.022 0.000 ING PLMA 0.0000 0.0000 0 44.049800 9.850670 0.022 0.018
A0763 44.049809 0.000009 9.852161 0.001491 0.022 0.000 IV PLMA 0.2390 0.0000 1 44.049818 9.853652 0.022 NULL
A0764 47.049205 0.000005 9.380750 0.000050 1.021 0.001 ING PLONS 0.0000 0.0000 0 47.049200 9.380800 1.022 1.051
A0764 47.049205 0.000005 9.380750 0.000050 1.021 0.001 CH PLONS 0.0077 0.0020 1 47.049210 9.380700 1.020 NULL
A0765 38.105300 0.000000 13.335800 0.000000 0.072 0.000 UNKNOWN PLR 0.0000 0.0000 0 38.105300 13.335800 0.072 0.065
A0766 46.548900 0.000141 13.148033 0.000047 1.410 0.000 ING PLRO 0.0000 0.0000 0 46.548800 13.148000 1.410 1.410
A0766 46.548900 0.000141 13.148033 0.000047 1.410 0.000 RSF PLRO 0.0000 0.0000 1 46.548800 13.148000 1.410 1.410
A0766 46.548900 0.000141 13.148033 0.000047 1.410 0.000 OX PLRO 0.0342 0.0000 1 46.549100 13.148100 1.410 NULL
A0767 44.867500 0.000000 7.316500 0.000000 0.410 0.000 GEN PNI 0.0000 0.0000 0 44.867500 7.316500 0.410 0.371
A0768 42.574300 0.000000 12.941800 0.000000 0.946 0.004 ING PO9 0.0000 0.0000 0 42.574300 12.941800 0.942 0.937
A0768 42.574300 0.000000 12.941800 0.000000 0.946 0.004 UNKNOWN POI 0.0000 0.0080 1 42.574300 12.941800 0.950 0.937
A0769 40.852200 0.000000 14.383300 0.000000 0.170 0.000 OSV POB 0.0000 0.0000 0 40.852200 14.383300 0.170 0.187
A0769 40.852200 0.000000 14.383300 0.000000 0.170 0.000 IV VPOB 0.0000 0.0000 1 40.852200 14.383300 0.170 NULL
A0770 46.513300 0.000000 13.276700 0.000000 0.860 0.000 RSF POBI 0.0000 0.0000 0 46.513300 13.276700 0.860 0.845
A0771 41.717465 0.000035 13.712010 0.000010 0.878 0.000 ING POFI 0.0000 0.0000 0 41.717500 13.712000 0.878 0.798
A0771 41.717465 0.000035 13.712010 0.000010 0.878 0.000 IV POFI 0.0080 0.0000 1 41.717430 13.712020 0.878 NULL
A0772 46.026675 0.000043 12.500500 0.000000 0.150 0.000 RSF POLC 0.0000 0.0000 0 46.026700 12.500500 0.150 0.155
A0772 46.026675 0.000043 12.500500 0.000000 0.150 0.000 ING POLC 0.0000 0.0000 1 46.026700 12.500500 0.150 0.155
A0772 46.026675 0.000043 12.500500 0.000000 0.150 0.000 NI POLC 0.0111 0.0000 1 46.026600 12.500500 0.150 NULL
A0773 44.871000 0.000000 11.543000 0.000000 0.003 0.000 UNKNOWN PON 0.0000 0.0000 0 44.871000 11.543000 0.003 0.006
A0774 44.004500 0.000000 10.757000 0.000000 0.440 0.000 GEN POPM 0.0000 0.0000 0 44.004500 10.757000 0.440 0.790
A0774 44.004500 0.000000 10.757000 0.000000 0.440 0.000 ING POPM 0.0000 0.0000 1 44.004500 10.757000 0.440 0.790
A0775 40.820515 0.000330 14.120344 0.000514 0.012 0.017 OSV POZ 0.0000 0.0000 0 40.820300 14.120500 0.003 0.008
A0775 40.820515 0.000330 14.120344 0.000514 0.012 0.017 ING POZ 0.0000 0.0000 1 40.820300 14.120500 0.003 0.008
A0775 40.820515 0.000330 14.120344 0.000514 0.012 0.017 BIN POZZ 0.0000 0.0000 1 40.820300 14.120500 0.003 0.008
A0775 40.820515 0.000330 14.120344 0.000514 0.012 0.017 UNKNOWN PZ1 0.0818 0.0170 1 40.821000 14.120800 0.020 0.022
A0775 40.820515 0.000330 14.120344 0.000514 0.012 0.017 IV CPOZ 0.1453 0.0490 1 40.821072 14.119110 0.052 NULL
A0775 40.820515 0.000330 14.120344 0.000514 0.012 0.017 IV POZ 0.0033 0.0000 1 40.820330 14.120500 0.003 NULL
A0776 43.378805 0.000436 13.609500 0.000000 0.023 0.001 MAC PP1 0.0000 0.0000 0 43.379000 13.609500 0.024 0.024
A0776 43.378805 0.000436 13.609500 0.000000 0.023 0.001 MAC PP2 0.0000 0.0000 1 43.379000 13.609500 0.024 0.024
A0776 43.378805 0.000436 13.609500 0.000000 0.023 0.001 ING PP3 0.0000 0.0000 1 43.379000 13.609500 0.024 NULL
A0776 43.378805 0.000436 13.609500 0.000000 0.023 0.001 RSM PP3 0.0000 0.0000 1 43.379000 13.609500 0.024 0.024
A0776 43.378805 0.000436 13.609500 0.000000 0.023 0.001 IV PP3 0.1300 0.0030 1 43.377830 13.609500 0.021 NULL
A0777 40.752700 0.000000 14.483500 0.000000 0.048 0.000 OSV PPV 0.0000 0.0000 0 40.752700 14.483500 0.048 0.042
A0778 42.021983 0.000030 13.400517 0.000030 0.957 0.000 ING PQ9 0.0000 0.0000 0 42.022000 13.400500 0.957 0.941
A0778 42.021983 0.000030 13.400517 0.000030 0.957 0.000 ING PTQR 0.0000 0.0000 1 42.022000 13.400500 0.957 0.941
A0778 42.021983 0.000030 13.400517 0.000030 0.957 0.000 IV PTQR 0.0097 0.0000 1 42.021930 13.400570 0.957 NULL
A0779 43.905300 0.000000 12.238500 0.000000 0.646 0.000 RSM PR1 0.0000 0.0000 0 43.905300 12.238500 0.646 0.631
A0780 44.428200 0.000000 9.961830 0.000000 0.680 0.000 GEN PRAC 0.0000 0.0000 0 44.428200 9.961830 0.680 0.671
A0781 42.382700 0.000000 13.315500 0.000000 0.697 0.000 RSA PRE1 0.0000 0.0000 0 42.382700 13.315500 0.697 0.683
A0782 39.246200 0.000000 26.271700 0.000000 0.100 0.000 UNKNOWN PRK 0.0000 0.0000 0 39.246200 26.271700 0.100 0.091
A0783 44.763720 0.000020 10.313155 0.000045 0.078 0.000 ING PRMA 0.0000 0.0000 0 44.763700 10.313200 0.078 0.077
