alias am_lat am_lat_std am_lon am_lon_std am_ele am_ele_std network stacode h_dist v_dist level lat lon ele elg
A0367 42.268007 0.000009 13.117193 0.000009 1.070 0.000 IV FIAM 0.0028 0.0000 1 42.268020 13.117180 1.070 NULL
A0368 42.378700 0.000000 13.521000 0.000000 1.065 0.000 ABR FILE 0.0000 0.0000 0 42.378700 13.521000 1.065 1.069
A0369 38.564000 0.000000 14.566000 0.000000 0.184 0.016 CAT FILV 0.0000 0.0000 0 38.564000 14.566000 0.200 0.166
A0369 38.564000 0.000000 14.566000 0.000000 0.184 0.016 UNKNOWN FLC 0.0000 0.0310 1 38.564000 14.566000 0.169 0.166
A0370 44.208200 0.000000 8.208830 0.000000 0.600 0.000 ING FIN 0.0000 0.0000 0 44.208200 8.208830 0.600 0.605
A0370 44.208200 0.000000 8.208830 0.000000 0.600 0.000 GEN FIN 0.0000 0.0000 1 44.208200 8.208830 0.600 0.605
A0370 44.208200 0.000000 8.208830 0.000000 0.600 0.000 GEN FINA 0.0000 0.0000 1 44.208200 8.208830 0.600 0.605
A0371 44.177500 0.000000 8.325320 0.000014 0.085 0.000 ING FINB 0.0000 0.0000 0 44.177500 8.325330 0.085 0.063
A0371 44.177500 0.000000 8.325320 0.000014 0.085 0.000 GEN FINB 0.0000 0.0000 1 44.177500 8.325330 0.085 0.063
A0371 44.177500 0.000000 8.325320 0.000014 0.085 0.000 GU FINB 0.0024 0.0000 1 44.177500 8.325300 0.085 NULL
A0372 43.774316 0.000029 11.255183 0.000029 0.040 0.000 RST FIR 0.0000 0.0000 0 43.774300 11.255200 0.040 0.049
A0372 43.774316 0.000029 11.255183 0.000029 0.040 0.000 ING FIR 0.0000 0.0000 1 43.774300 11.255200 0.040 NULL
A0372 43.774316 0.000029 11.255183 0.000029 0.040 0.000 IV FIR 0.0091 0.0000 1 43.774366 11.255134 0.040 NULL
A0373 44.640302 0.000004 11.491690 0.000020 0.012 0.000 ING FIU 0.0000 0.0000 0 44.640300 11.491700 0.012 0.011
A0373 44.640302 0.000004 11.491690 0.000020 0.012 0.000 ACR FIU 0.0000 0.0000 1 44.640300 11.491700 0.012 0.011
A0373 44.640302 0.000004 11.491690 0.000020 0.012 0.000 UNKNOWN FIU 0.0000 0.0000 1 44.640300 11.491700 0.012 0.011
A0373 44.640302 0.000004 11.491690 0.000020 0.012 0.000 AEM FIU 0.0000 0.0000 1 44.640300 11.491700 0.012 0.011
A0373 44.640302 0.000004 11.491690 0.000020 0.012 0.000 IV FIU 0.0041 0.0000 1 44.640310 11.491650 0.012 NULL
A0374 43.188530 0.000031 12.931652 0.000048 0.479 0.000 ING FIU1 0.0000 0.0000 0 43.188500 12.931700 0.479 NULL
A0374 43.188530 0.000031 12.931652 0.000048 0.479 0.000 IV FIU1 0.0103 0.0000 1 43.188561 12.931604 0.479 NULL
A0375 44.239333 0.000047 10.127233 0.000094 0.366 0.020 ING FIVI 0.0000 0.0000 0 44.239300 10.127300 0.380 NULL
A0375 44.239333 0.000047 10.127233 0.000094 0.366 0.020 GEN FIVI 0.0000 0.0000 1 44.239300 10.127300 0.380 0.336
A0375 44.239333 0.000047 10.127233 0.000094 0.366 0.020 GU FIVI 0.0195 0.0420 1 44.239400 10.127100 0.338 NULL
A0376 44.167805 0.000009 11.122825 0.000043 0.950 0.000 GEN FNVD 0.0000 0.0000 0 44.167800 11.122800 0.950 0.942
A0376 44.167805 0.000009 11.122825 0.000043 0.950 0.000 ING FNVD 0.0000 0.0000 1 44.167800 11.122800 0.950 NULL
A0376 44.167805 0.000009 11.122825 0.000043 0.950 0.000 IV FNVD 0.0083 0.0000 1 44.167820 11.122900 0.950 NULL
A0377 46.595436 0.001336 12.780520 0.000232 1.026 0.003 ING FO1 0.0000 0.0000 0 46.593800 12.780800 1.030 1.070
A0377 46.595436 0.001336 12.780520 0.000232 1.026 0.003 ING FOI 0.0000 0.0000 1 46.593800 12.780800 1.030 1.070
A0377 46.595436 0.001336 12.780520 0.000232 1.026 0.003 ING FVI 0.3026 0.0060 1 46.596500 12.780300 1.024 1.039
A0377 46.595436 0.001336 12.780520 0.000232 1.026 0.003 IV FVI 0.3105 0.0060 1 46.596580 12.780400 1.024 NULL
A0378 40.711156 0.000356 13.855238 0.000062 0.256 0.022 OSV FO9 0.0000 0.0000 0 40.710800 13.855300 0.234 0.180
A0378 40.711156 0.000356 13.855238 0.000062 0.256 0.022 IV IFOR 0.0797 0.0440 1 40.711512 13.855177 0.278 NULL
A0379 46.586700 0.000000 12.775000 0.000000 0.880 0.000 RSF FOA 0.0000 0.0000 0 46.586700 12.775000 0.880 0.875
A0380 41.450000 0.000000 15.551300 0.000000 0.070 0.000 ING FOG 0.0000 0.0000 0 41.450000 15.551300 0.070 0.069
A0381 43.683500 0.000000 12.069800 0.000000 0.945 0.000 ARE FOG1 0.0000 0.0000 0 43.683500 12.069800 0.945 0.619
A0382 42.956000 0.000000 12.717000 0.000000 0.150 0.000 UNKNOWN FOLI 0.0000 0.0000 0 42.956000 12.717000 0.150 0.255
A0382 42.956000 0.000000 12.717000 0.000000 0.150 0.000 BIN FOLI 0.0000 0.0000 1 42.956000 12.717000 0.150 0.255
A0383 42.231300 0.000000 13.607500 0.000000 0.680 0.000 ABR FONT 0.0000 0.0000 0 42.231300 13.607500 0.680 0.687
A0383 42.231300 0.000000 13.607500 0.000000 0.680 0.000 BIN FONT 0.0000 0.0000 1 42.231300 13.607500 0.680 0.687
A0384 44.876000 0.000000 11.497000 0.000000 0.006 0.000 UNKNOWN FOR 0.0000 0.0000 0 44.876000 11.497000 0.006 0.006
A0385 43.294806 0.000012 12.761194 0.000012 0.559 0.000 UMB FOS1 0.0000 0.0000 0 43.294800 12.761200 0.559 0.562
A0385 43.294806 0.000012 12.761194 0.000012 0.559 0.000 BIN FOS1 0.0000 0.0000 1 43.294800 12.761200 0.559 0.562
A0385 43.294806 0.000012 12.761194 0.000012 0.559 0.000 ING FOSV 0.0000 0.0000 1 43.294800 12.761200 0.559 NULL
A0385 43.294806 0.000012 12.761194 0.000012 0.559 0.000 IV FOSV 0.0041 0.0000 1 43.294830 12.761170 0.559 NULL
A0386 44.107600 0.000000 9.997100 0.000000 0.060 0.000 ING FOSD 0.0000 0.0000 0 44.107600 9.997100 0.060 0.060
A0386 44.107600 0.000000 9.997100 0.000000 0.060 0.000 GU FOSD 0.0000 0.0000 1 44.107600 9.997100 0.060 NULL
A0387 46.015000 0.000000 12.355200 0.000000 0.543 0.000 ING FRE8 0.0000 0.0000 0 46.015000 12.355200 0.543 NULL
A0387 46.015000 0.000000 12.355200 0.000000 0.543 0.000 IV FRE8 0.0000 0.0000 1 46.015000 12.355200 0.543 NULL
A0388 41.973505 0.000005 14.669280 0.000020 0.414 0.000 ING FRES 0.0000 0.0000 0 41.973500 14.669300 0.414 0.357
A0388 41.973505 0.000005 14.669280 0.000020 0.414 0.000 IV FRES 0.0035 0.0000 1 41.973510 14.669260 0.414 NULL
A0389 43.560700 0.000000 6.646830 0.000000 0.310 0.000 UNKNOWN FRF 0.0000 0.0000 0 43.560700 6.646830 0.310 0.317
A0389 43.560700 0.000000 6.646830 0.000000 0.310 0.000 ING FRF 0.0000 0.0000 1 43.560700 6.646830 0.310 0.317
A0390 43.179500 0.000000 13.712500 0.000000 0.264 0.000 MAC FRM 0.0000 0.0000 0 43.179500 13.712500 0.264 0.243
A0391 43.517785 0.000015 12.725710 0.000010 0.515 0.000 ING FRON 0.0000 0.0000 0 43.517800 12.725700 0.515 NULL
A0391 43.517785 0.000015 12.725710 0.000010 0.515 0.000 IV FRON 0.0037 0.0000 1 43.517770 12.725720 0.515 NULL
A0392 43.209710 0.000010 11.156210 0.000010 0.432 0.000 ING FROS 0.0000 0.0000 0 43.209700 11.156200 0.432 0.443
A0392 43.209710 0.000010 11.156210 0.000010 0.432 0.000 IV FROS 0.0028 0.0000 1 43.209720 11.156220 0.432 NULL
A0393 43.693145 0.000055 12.777035 0.000035 0.523 0.000 ING FSSB 0.0000 0.0000 0 43.693200 12.777000 0.523 0.482
A0393 43.693145 0.000055 12.777035 0.000035 0.523 0.000 IV FSSB 0.0135 0.0000 1 43.693090 12.777070 0.523 NULL
A0394 41.324200 0.000000 15.327200 0.000000 0.297 0.000 UNKNOWN FT1 0.0000 0.0000 0 41.324200 15.327200 0.297 0.298
A0395 46.620267 0.000067 10.263526 0.000025 2.311 0.024 ING FUORN 0.0000 0.0000 0 46.620200 10.263500 2.335 NULL
A0395 46.620267 0.000067 10.263526 0.000025 2.311 0.024 CH FUORN 0.0154 0.0490 1 46.620334 10.263551 2.286 NULL
A0396 48.165500 0.000000 11.276300 0.000000 0.565 0.000 UNKNOWN FUR 0.0000 0.0000 0 48.165500 11.276300 0.565 0.558
A0397 46.414200 0.000000 13.001100 0.000000 0.520 0.000 RSF FUSE 0.0000 0.0000 0 46.414200 13.001100 0.520 0.501
A0397 46.414200 0.000000 13.001100 0.000000 0.520 0.000 OX FUSE 0.0000 0.0000 1 46.414200 13.001100 0.520 NULL
A0398 46.454830 0.000041 8.662990 0.000106 1.470 0.010 GEN FUSIO 0.0000 0.0000 0 46.454810 8.662900 1.460 1.489
A0398 46.454830 0.000041 8.662990 0.000106 1.470 0.010 ING FUSIO 0.0000 0.0000 1 46.454810 8.662900 1.460 1.489
A0398 46.454830 0.000041 8.662990 0.000106 1.470 0.010 CH FUSIO 0.0223 0.0200 1 46.454900 8.663160 1.480 NULL
A0399 38.167678 0.001093 15.829597 0.001454 1.283 0.037 CAL GA2 0.0000 0.0000 0 38.168700 15.829500 1.200 1.249
A0399 38.167678 0.001093 15.829597 0.001454 1.283 0.037 CAL GMB 0.0990 0.1000 1 38.168000 15.828800 1.300 1.208
A0399 38.167678 0.001093 15.829597 0.001454 1.283 0.037 ING GMB 0.0990 0.1000 1 38.168000 15.828800 1.300 1.208
A0399 38.167678 0.001093 15.829597 0.001454 1.283 0.037 UNKNOWN ME5 0.4755 0.0970 1 38.165300 15.832800 1.297 1.277
A0399 38.167678 0.001093 15.829597 0.001454 1.283 0.037 IV GMB 0.0886 0.1000 1 38.168070 15.828880 1.300 NULL
A0400 43.238032 0.000032 13.067467 0.000033 0.484 0.000 ING GAG1 0.0000 0.0000 0 43.238000 13.067500 0.484 NULL
A0400 43.238032 0.000032 13.067467 0.000033 0.484 0.000 IV GAG1 0.0088 0.0000 1 43.238063 13.067434 0.484 NULL
A0401 46.083500 0.000000 10.958700 0.000000 1.617 0.000 ING GAGG 0.0000 0.0000 0 46.083500 10.958700 1.617 1.611
A0401 46.083500 0.000000 10.958700 0.000000 1.617 0.000 ST GAGG 0.0000 0.0000 1 46.083500 10.958700 1.617 NULL
A0402 45.042200 0.000000 7.349500 0.000000 0.520 0.000 GEN GAI 0.0000 0.0000 0 45.042200 7.349500 0.520 0.516
A0403 37.710700 0.000000 14.566500 0.000000 0.740 0.000 ING GALF 0.0000 0.0000 0 37.710700 14.566500 0.740 0.687
A0403 37.710700 0.000000 14.566500 0.000000 0.740 0.000 CAT GALF 0.0000 0.0000 1 37.710700 14.566500 0.740 0.687
A0403 37.710700 0.000000 14.566500 0.000000 0.740 0.000 IV GALF 0.0000 0.0000 1 37.710700 14.566500 0.740 NULL
A0404 47.476700 0.000000 11.064500 0.000000 0.725 0.000 UNKNOWN GAP 0.0000 0.0000 0 47.476700 11.064500 0.725 0.730
A0405 45.705000 0.000000 10.665800 0.000000 0.863 0.000 RSF GAR 0.0000 0.0000 0 45.705000 10.665800 0.863 0.868
A0406 41.513172 0.000027 14.910201 0.000001 0.487 0.000 ING GATE 0.0000 0.0000 0 41.513200 14.910200 0.487 NULL
A0406 41.513172 0.000027 14.910201 0.000001 0.487 0.000 IV GATE 0.0061 0.0000 1 41.513145 14.910201 0.487 NULL
A0407 42.691800 0.000200 12.894840 0.000320 1.155 0.003 BIN GAVE 0.0000 0.0000 0 42.691700 12.895000 1.153 1.136
A0407 42.691800 0.000200 12.894840 0.000320 1.155 0.003 ING GAVE 0.0000 0.0000 1 42.691700 12.895000 1.153 1.136
A0407 42.691800 0.000200 12.894840 0.000320 1.155 0.003 UMB GAVE 0.0000 0.0000 1 42.691700 12.895000 1.153 1.136
A0407 42.691800 0.000200 12.894840 0.000320 1.155 0.003 IV GAVE 0.0859 0.0080 1 42.692200 12.894200 1.161 NULL
A0408 45.798700 0.000000 9.829000 0.000000 0.475 0.000 MIL GAZZ 0.0000 0.0000 0 45.798700 9.829000 0.475 0.465
A0409 44.241650 0.000050 7.839865 0.000035 0.871 0.026 ING GBOS 0.0000 0.0000 0 44.241700 7.839830 0.897 NULL
A0409 44.241650 0.000050 7.839865 0.000035 0.871 0.026 GU GBOS 0.0124 0.0520 1 44.241600 7.839900 0.845 NULL
A0410 45.531100 0.000000 14.810100 0.000000 0.610 0.000 RSF GBRS 0.0000 0.0000 0 45.531100 14.810100 0.610 0.610
A0411 45.867200 0.000000 15.627500 0.000000 0.385 0.000 RSF GCIS 0.0000 0.0000 0 45.867200 15.627500 0.385 0.379
A0412 45.203800 0.000000 6.116330 0.000000 1.574 0.000 UNKNOWN GDM 0.0000 0.0000 0 45.203800 6.116330 1.574 1.712
A0413 46.271700 0.000000 13.228800 0.000000 0.270 0.000 ING GE9 0.0000 0.0000 0 46.271700 13.228800 0.270 0.413
A0414 44.419200 0.000000 8.938830 0.000000 0.054 0.000 GEN GEN 0.0000 0.0000 0 44.419200 8.938830 0.054 0.167
A0415 44.405700 0.000000 8.969685 0.000015 0.080 0.000 GEN GENL 0.0000 0.0000 0 44.405700 8.969670 0.080 0.056
A0415 44.405700 0.000000 8.969685 0.000015 0.080 0.000 GU GENL 0.0024 0.0000 1 44.405700 8.969700 0.080 NULL
A0416 42.352300 0.000000 13.326850 0.002350 0.671 0.001 ABR GENZ 0.0000 0.0000 0 42.352300 13.324500 0.673 0.669
A0416 42.352300 0.000000 13.326850 0.002350 0.671 0.001 RSA GNZ1 0.3872 0.0030 1 42.352300 13.329200 0.670 0.682
A0417 46.275000 0.000000 13.138650 0.000050 0.134 0.122 ING GEPF 0.0000 0.0000 0 46.275000 13.138700 0.012 0.232
A0417 46.275000 0.000000 13.138650 0.000050 0.134 0.122 RF GEPF 0.0077 0.2430 1 46.275000 13.138600 0.255 NULL
A0418 43.088000 0.000000 12.395700 0.000000 0.420 0.000 UMB GIAN 0.0000 0.0000 0 43.088000 12.395700 0.420 0.368
A0418 43.088000 0.000000 12.395700 0.000000 0.420 0.000 UMB PERU 0.0000 0.0000 1 43.088000 12.395700 0.420 0.368
A0418 43.088000 0.000000 12.395700 0.000000 0.420 0.000 UNKNOWN PERU 0.0000 0.0000 1 43.088000 12.395700 0.420 0.368
A0419 37.990163 0.000037 14.026011 0.000012 1.020 0.000 ING GIB 0.0000 0.0000 0 37.990200 14.026000 1.020 0.993
A0419 37.990163 0.000037 14.026011 0.000012 1.020 0.000 IV GIB 0.0085 0.0000 1 37.990126 14.026023 1.020 NULL
A0420 42.451583 0.001583 13.570916 0.001916 0.980 0.020 ING GIGS 0.0000 0.0000 0 42.450000 13.569000 1.000 2.095
A0420 42.451583 0.001583 13.570916 0.001916 0.980 0.020 IV GIGS 0.4724 0.0400 1 42.453167 13.572833 0.960 NULL
A0421 46.534220 0.000580 6.265640 0.000190 1.112 0.018 ING GIMEL 0.0000 0.0000 0 46.534800 6.265830 1.130 1.156
A0421 46.534220 0.000580 6.265640 0.000190 1.112 0.018 CH GIMEL 0.1322 0.0360 1 46.533640 6.265450 1.094 NULL
A0422 37.566685 0.000015 15.108315 0.000015 0.200 0.000 ING GIO 0.0000 0.0000 0 37.566700 15.108300 0.200 0.333
A0422 37.566685 0.000015 15.108315 0.000015 0.200 0.000 IV GIO 0.0043 0.0000 1 37.566670 15.108330 0.200 NULL
A0423 38.992000 0.000000 17.123500 0.000000 0.173 0.000 ING GIOE 0.0000 0.0000 0 38.992000 17.123500 0.173 0.160
A0423 38.992000 0.000000 17.123500 0.000000 0.173 0.000 ACR GIOE 0.0000 0.0000 1 38.992000 17.123500 0.173 0.160
A0424 41.558285 0.000015 13.254540 0.000040 0.566 0.000 ING GIUL 0.0000 0.0000 0 41.558300 13.254500 0.566 0.513
A0424 41.558285 0.000015 13.254540 0.000040 0.566 0.000 IV GIUL 0.0075 0.0000 1 41.558270 13.254580 0.566 NULL
A0425 42.098700 0.000000 13.265700 0.000000 0.863 0.000 RSA GLL1 0.0000 0.0000 0 42.098700 13.265700 0.863 0.864
A0426 46.279800 0.000000 13.138310 0.000010 0.250 0.000 ING GMNA 0.0000 0.0000 0 46.279800 13.138300 0.250 NULL
A0426 46.279800 0.000000 13.138310 0.000010 0.250 0.000 IV GMNA 0.0015 0.0000 1 46.279800 13.138320 0.250 NULL
A0427 46.200800 0.000000 6.138670 0.000000 0.380 0.000 UNKNOWN GNV 0.0000 0.0000 0 46.200800 6.138670 0.380 0.374
A0428 46.010700 0.000000 15.624500 0.000000 0.559 0.000 RSF GOLS 0.0000 0.0000 0 46.010700 15.624500 0.559 0.559
A0429 44.607150 0.000050 9.292635 0.000035 0.591 0.018 ING GORR 0.0000 0.0000 0 44.607200 9.292670 0.609 NULL
A0429 44.607150 0.000050 9.292635 0.000035 0.591 0.018 GU GORR 0.0124 0.0370 1 44.607100 9.292600 0.572 NULL
A0430 46.317400 0.000000 13.999900 0.000000 1.048 0.000 RSF GORS 0.0000 0.0000 0 46.317400 13.999900 1.048 1.046
A0431 38.817200 0.000000 16.430200 0.000000 0.374 0.000 ING GR9 0.0000 0.0000 0 38.817200 16.430200 0.374 0.374
A0432 44.491000 0.000424 10.065533 0.000377 0.862 0.013 ING GRAM 0.0000 0.0000 0 44.491300 10.065800 0.871 NULL
A0432 44.491000 0.000424 10.065533 0.000377 0.862 0.013 GEN GRAM 0.0000 0.0000 1 44.491300 10.065800 0.871 0.834
A0432 44.491000 0.000424 10.065533 0.000377 0.862 0.013 GU GRAM 0.1185 0.0270 1 44.490400 10.065000 0.844 NULL
A0433 47.295700 0.000000 3.073670 0.000000 0.191 0.000 UNKNOWN GRC 0.0000 0.0000 0 47.295700 3.073670 0.191 0.192
A0434 49.691800 0.000000 11.221700 0.000000 0.500 0.000 UNKNOWN GRF 0.0000 0.0000 0 49.691800 11.221700 0.500 0.492
A0435 43.147185 0.000015 10.975475 0.000025 0.750 0.000 ING GRFL 0.0000 0.0000 0 43.147200 10.975500 0.750 0.740
A0435 43.147185 0.000015 10.975475 0.000025 0.750 0.000 IV GRFL 0.0053 0.0000 1 43.147170 10.975450 0.750 NULL
A0436 38.822165 0.000035 16.420010 0.000010 0.510 0.000 ING GRI 0.0000 0.0000 0 38.822200 16.420000 0.510 0.490
A0436 38.822165 0.000035 16.420010 0.000010 0.510 0.000 IV GRI 0.0080 0.0000 1 38.822130 16.420020 0.510 NULL
A0437 44.260300 0.000000 11.155300 0.000000 0.661 0.000 MIL GRIZ 0.0000 0.0000 0 44.260300 11.155300 0.661 0.641
A0438 45.242500 0.000000 5.745170 0.000000 1.040 0.000 UNKNOWN GRN 0.0000 0.0000 0 45.242500 5.745170 1.040 0.928
A0439 43.426195 0.000009 9.892003 0.000004 0.118 0.000 GEN GROG 0.0000 0.0000 0 43.426200 9.892000 0.118 0.189
A0439 43.426195 0.000009 9.892003 0.000004 0.118 0.000 ING GROG 0.0000 0.0000 1 43.426200 9.892000 0.118 NULL
A0439 43.426195 0.000009 9.892003 0.000004 0.118 0.000 IV GROG 0.0024 0.0000 1 43.426180 9.892010 0.118 NULL
A0440 46.461000 0.000000 15.501800 0.000000 0.930 0.000 RSF GROS 0.0000 0.0000 0 46.461000 15.501800 0.930 0.931
A0441 44.350550 0.000050 10.588000 0.000141 0.660 0.010 ING GSCL 0.0000 0.0000 0 44.350500 10.588200 0.674 NULL
A0441 44.350550 0.000050 10.588000 0.000141 0.660 0.010 ING GU9 0.0319 0.0090 1 44.350500 10.587800 0.665 0.652
A0441 44.350550 0.000050 10.588000 0.000141 0.660 0.010 GU GSCL 0.0194 0.0240 1 44.350600 10.588000 0.650 NULL
A0441 44.350550 0.000050 10.588000 0.000141 0.660 0.010 IV GSCL 0.0194 0.0240 1 44.350600 10.588000 0.650 NULL
A0442 42.420800 0.000000 13.519300 0.000000 1.056 0.000 ABR GSO2 0.0000 0.0000 0 42.420800 13.519300 1.056 1.014
A0442 42.420800 0.000000 13.519300 0.000000 1.056 0.000 RSA GSO2 0.0000 0.0000 1 42.420800 13.519300 1.056 1.014
A0443 43.062900 0.000346 13.335325 0.000217 0.588 0.024 RSM GUA1 0.0000 0.0000 0 43.063500 13.335700 0.630 0.596
A0443 43.062900 0.000346 13.335325 0.000217 0.588 0.024 ING GUMA 0.0978 0.0560 1 43.062700 13.335200 0.574 NULL
A0443 43.062900 0.000346 13.335325 0.000217 0.588 0.024 IV GUMA 0.0978 0.0560 1 43.062700 13.335200 0.574 NULL
A0444 43.241300 0.000000 12.790300 0.000000 0.685 0.000 UMB GUA2 0.0000 0.0000 0 43.241300 12.790300 0.685 0.704
A0445 43.230300 0.000000 12.799000 0.000000 0.614 0.000 UMB GUAL 0.0000 0.0000 0 43.230300 12.799000 0.614 0.627
A0445 43.230300 0.000000 12.799000 0.000000 0.614 0.000 UNKNOWN GUAL 0.0000 0.0000 1 43.230300 12.799000 0.614 0.627
A0446 41.794500 0.000000 13.312295 0.000005 0.741 0.000 ING GUAR 0.0000 0.0000 0 41.794500 13.312300 0.741 NULL
A0446 41.794500 0.000000 13.312295 0.000005 0.741 0.000 IV GUAR 0.0008 0.0000 1 41.794500 13.312290 0.741 NULL
A0447 43.353500 0.000000 12.584300 0.000000 0.825 0.000 UMB GUBB 0.0000 0.0000 0 43.353500 12.584300 0.825 0.673
A0447 43.353500 0.000000 12.584300 0.000000 0.825 0.000 UNKNOWN GUBB 0.0000 0.0000 1 43.353500 12.584300 0.825 0.673
A0448 48.977500 0.000000 7.622000 0.000000 0.580 0.000 UNKNOWN GWF 0.0000 0.0000 0 48.977500 7.622000 0.580 0.509
A0449 38.264000 0.000000 15.625000 0.000000 0.007 0.000 UNKNOWN GZ1 0.0000 0.0000 0 38.264000 15.625000 0.007 0.003
A0449 38.264000 0.000000 15.625000 0.000000 0.007 0.000 UNKNOWN GZ2 0.0000 0.0000 1 38.264000 15.625000 0.007 0.003
A0450 38.264700 0.000000 15.608700 0.000000 0.000 0.000 MES GZI 0.0000 0.0000 0 38.264700 15.608700 0.000 0.078
A0451 37.285150 0.000150 15.155100 0.000100 0.126 0.000 CAT HAGA 0.0000 0.0000 0 37.285000 15.155000 0.126 0.105
A0451 37.285150 0.000150 15.155100 0.000100 0.126 0.000 ING HAGA 0.0000 0.0000 1 37.285000 15.155000 0.126 0.105
A0451 37.285150 0.000150 15.155100 0.000100 0.126 0.000 CAT HAGZ 0.0377 0.0000 1 37.285300 15.155200 0.126 0.111
A0451 37.285150 0.000150 15.155100 0.000100 0.126 0.000 MES IAGZ 0.0377 0.0000 1 37.285300 15.155200 0.126 0.111
A0451 37.285150 0.000150 15.155100 0.000100 0.126 0.000 IBL S9RZ 0.0377 0.0000 1 37.285300 15.155200 0.126 0.111
A0451 37.285150 0.000150 15.155100 0.000100 0.126 0.000 CAT S9RZ 0.0377 0.0000 1 37.285300 15.155200 0.126 0.111
A0451 37.285150 0.000150 15.155100 0.000100 0.126 0.000 IV HAGA 0.0000 0.0000 1 37.285000 15.155000 0.126 NULL
A0452 48.005700 0.000000 6.348170 0.000000 0.577 0.000 UNKNOWN HAU 0.0000 0.0000 0 48.005700 6.348170 0.577 0.575
A0453 36.959686 0.000035 15.123200 0.001386 0.482 0.023 CAT HAVL 0.0000 0.0000 0 36.959700 15.122000 0.502 0.448
A0453 36.959686 0.000035 15.123200 0.001386 0.482 0.023 ING HAVL 0.0000 0.0000 1 36.959700 15.122000 0.502 0.448
A0453 36.959686 0.000035 15.123200 0.001386 0.482 0.023 CAT HAVZ 0.2494 0.0470 1 36.959700 15.124800 0.455 0.443
A0453 36.959686 0.000035 15.123200 0.001386 0.482 0.023 CAT S8RZ 0.2494 0.0470 1 36.959700 15.124800 0.455 0.443
A0453 36.959686 0.000035 15.123200 0.001386 0.482 0.023 IBL S8RZ 0.2494 0.0470 1 36.959700 15.124800 0.455 0.443
A0453 36.959686 0.000035 15.123200 0.001386 0.482 0.023 IV HAVL 0.0111 0.0000 1 36.959600 15.122000 0.502 NULL
A0454 37.127000 0.000000 14.492000 0.000000 0.255 0.000 ING HBSP 0.0000 0.0000 0 37.127000 14.492000 0.255 0.215
A0454 37.127000 0.000000 14.492000 0.000000 0.255 0.000 IV HBSP 0.0000 0.0000 1 37.127000 14.492000 0.255 NULL
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 CAT HCRL 0.0000 0.0000 0 37.283200 15.032500 0.240 0.193
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 ING HCRL 0.0000 0.0000 1 37.283200 15.032500 0.240 NULL
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 CAT HCRZ 0.0895 0.0500 1 37.282500 15.032000 0.190 0.186
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 MES ICRZ 0.0895 0.0500 1 37.282500 15.032000 0.190 0.186
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 MES S3RZ 0.0895 0.0500 1 37.282500 15.032000 0.190 0.186
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 IBL S3RZ 0.0895 0.0500 1 37.282500 15.032000 0.190 0.186
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 CAT S3RZ 0.0895 0.0500 1 37.282500 15.032000 0.190 0.186
A0455 37.282800 0.000337 15.032222 0.000248 0.212 0.025 IV HCRL 0.0111 0.0000 1 37.283100 15.032500 0.240 NULL
A0456 42.447500 0.000000 18.498300 0.000000 0.273 0.000 UNKNOWN HCY 0.0000 0.0000 0 42.447500 18.498300 0.273 0.190
A0457 37.348380 0.000098 14.871880 0.000098 0.115 0.025 ING HLNI 0.0000 0.0000 0 37.348500 14.872000 0.146 NULL
A0457 37.348380 0.000098 14.871880 0.000098 0.115 0.025 MES ILNZ 0.0284 0.0510 1 37.348300 14.871800 0.095 0.090
A0457 37.348380 0.000098 14.871880 0.000098 0.115 0.025 CAT S2RZ 0.0284 0.0510 1 37.348300 14.871800 0.095 0.090
A0457 37.348380 0.000098 14.871880 0.000098 0.115 0.025 IBL S2RZ 0.0284 0.0510 1 37.348300 14.871800 0.095 0.090
A0457 37.348380 0.000098 14.871880 0.000098 0.115 0.025 IV HLNI 0.0000 0.0000 1 37.348500 14.872000 0.146 NULL
A0458 36.958650 0.000350 14.782733 0.000435 0.568 0.027 ING HMDC 0.0000 0.0000 0 36.959000 14.783200 0.595 NULL
A0458 36.958650 0.000350 14.782733 0.000435 0.568 0.027 CAT HMDC 0.0000 0.0000 1 36.959000 14.783200 0.595 0.544
A0458 36.958650 0.000350 14.782733 0.000435 0.568 0.027 CAT HMDZ 0.1116 0.0550 1 36.958300 14.782300 0.540 0.546
A0458 36.958650 0.000350 14.782733 0.000435 0.568 0.027 CAT S7RZ 0.1116 0.0550 1 36.958300 14.782300 0.540 0.546
A0458 36.958650 0.000350 14.782733 0.000435 0.568 0.027 IBL S7RZ 0.1116 0.0550 1 36.958300 14.782300 0.540 0.546
A0458 36.958650 0.000350 14.782733 0.000435 0.568 0.027 IV HMDC 0.0089 0.0000 1 36.959000 14.783100 0.595 NULL
A0459 36.708500 0.000000 15.037200 0.000000 0.070 0.000 ING HPAC 0.0000 0.0000 0 36.708500 15.037200 0.070 NULL
A0459 36.708500 0.000000 15.037200 0.000000 0.070 0.000 IV HPAC 0.0000 0.0000 1 36.708500 15.037200 0.070 NULL
